Month,Salesman,Manager,Product,Category, Sales, Profit
9/30/2014,David Torres,Kimberly Mack,Socks,Accesseries,"  3,723 ",  37.23 
9/30/2014,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,553 ",  102.12 
9/30/2014,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,708 ",  37.08 
9/30/2014,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,292 ",  45.85 
9/30/2014,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,538 ",  15.38 
9/30/2014,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  4,405 ",  220.26 
9/30/2014,Brian Harris,Brian Baldwin,Socks,Accesseries,"  1,139 ",  45.57 
9/30/2014,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,178 ",  127.11 
9/30/2014,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,976 ",  39.76 
9/30/2014,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,346 ",  13.46 
9/30/2014,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  2,014 ",  140.99 
9/30/2014,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,798 ",  75.96 
9/30/2014,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  2,984 ",  89.53 
9/30/2014,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  3,115 ",  93.46 
9/30/2014,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,370 ",  118.48 
9/30/2014,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,463 ",  49.25 
9/30/2014,David Torres,Kimberly Mack,Jeans,Cloths,"  1,316 ",  13.16 
9/30/2014,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  3,728 ",  223.70 
9/30/2014,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,255 ",  112.75 
9/30/2014,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,523 ",  15.23 
9/30/2014,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,854 ",  57.08 
9/30/2014,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  3,733 ",  149.31 
9/30/2014,Brian Harris,Brian Baldwin,Jeans,Cloths,"  4,076 ",  163.06 
9/30/2014,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,811 ",  76.22 
9/30/2014,David Torres,Kimberly Mack,Coats,Cloths,"  1,950 ",  19.50 
9/30/2014,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  1,555 ",  77.73 
9/30/2014,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,437 ",  73.10 
9/30/2014,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,368 ",  67.35 
9/30/2014,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,162 ",  64.86 
9/30/2014,Steven Kerr,Brian Baldwin,Coats,Cloths,"  2,552 ",  51.04 
9/30/2014,Brian Harris,Brian Baldwin,Coats,Cloths,"  4,112 ",  328.95 
9/30/2014,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,896 ",  57.92 
9/30/2014,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,980 ",  29.80 
9/30/2014,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  1,575 ",  31.49 
9/30/2014,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,  841 ,  16.81 
9/30/2014,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,390 ",  47.79 
9/30/2014,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,587 ",  25.87 
9/30/2014,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,623 ",  181.15 
9/30/2014,Brian Harris,Brian Baldwin,Sweaters,Cloths,  624 ,  37.45 
9/30/2014,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  3,919 ",  117.56 
9/30/2014,David Torres,Kimberly Mack,Jackets,Cloths,"  1,278 ",  12.78 
9/30/2014,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,555 ",  62.19 
9/30/2014,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,040 ",  10.40 
9/30/2014,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,477 ",  49.53 
9/30/2014,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,560 ",  76.80 
9/30/2014,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  4,560 ",  227.98 
9/30/2014,Brian Harris,Brian Baldwin,Jackets,Cloths,"  4,317 ",  259.04 
9/30/2014,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,  977 ,  19.53 
9/30/2014,David Torres,Kimberly Mack,Shirts,Cloths,"  2,433 ",  24.33 
9/30/2014,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,567 ",  62.68 
9/30/2014,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  3,400 ",  204.03 
9/30/2014,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,040 ",  30.40 
9/30/2014,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  2,114 ",  21.14 
9/30/2014,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  2,895 ",  28.95 
9/30/2014,Brian Harris,Brian Baldwin,Shirts,Cloths,"  2,325 ",  139.50 
9/30/2014,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  4,231 ",  84.61 
9/30/2014,David Torres,Kimberly Mack,Paints,Cloths,"  2,243 ",  22.43 
9/30/2014,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,191 ",  35.73 
9/30/2014,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  4,324 ",  129.71 
9/30/2014,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  2,830 ",  28.30 
9/30/2014,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,902 ",  19.02 
9/30/2014,Steven Kerr,Brian Baldwin,Paints,Cloths,"  3,996 ",  119.88 
9/30/2014,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,486 ",  24.86 
9/30/2014,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,448 ",  57.94 
9/30/2014,David Torres,Kimberly Mack,Hats,Accesseries,"  2,288 ",  22.88 
9/30/2014,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  1,523 ",  60.91 
9/30/2014,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  2,580 ",  128.99 
9/30/2014,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,639 ",  26.39 
9/30/2014,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,640 ",  49.21 
9/30/2014,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  3,145 ",  125.80 
9/30/2014,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,749 ",  52.48 
9/30/2014,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,296 ",  22.96 
9/30/2014,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,804 ",  38.04 
9/30/2014,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,508 ",  150.50 
9/30/2014,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  4,179 ",  125.36 
9/30/2014,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,399 ",  13.99 
9/30/2014,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  1,925 ",  38.49 
9/30/2014,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,598 ",  179.91 
9/30/2014,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  2,829 ",  84.86 
9/30/2014,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  2,829 ",  113.16 
10/31/2014,David Torres,Kimberly Mack,Socks,Accesseries,"  3,723 ",  37.23 
10/31/2014,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,527 ",  25.27 
10/31/2014,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,967 ",  119.02 
10/31/2014,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,338 ",  23.38 
10/31/2014,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,569 ",  47.07 
10/31/2014,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  4,185 ",  125.55 
10/31/2014,Brian Harris,Brian Baldwin,Socks,Accesseries,"  1,139 ",  11.39 
10/31/2014,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,273 ",  130.92 
10/31/2014,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,936 ",  39.36 
10/31/2014,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,373 ",  82.38 
10/31/2014,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  2,115 ",  105.74 
10/31/2014,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,760 ",  37.60 
10/31/2014,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  2,954 ",  88.63 
10/31/2014,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  2,959 ",  118.38 
10/31/2014,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,512 ",  200.94 
10/31/2014,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,561 ",  102.44 
10/31/2014,David Torres,Kimberly Mack,Jeans,Cloths,"  1,303 ",  13.03 
10/31/2014,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  3,542 ",  141.67 
10/31/2014,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,255 ",  45.10 
10/31/2014,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,553 ",  15.53 
10/31/2014,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,797 ",  27.97 
10/31/2014,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  3,919 ",  78.39 
10/31/2014,Brian Harris,Brian Baldwin,Jeans,Cloths,"  3,832 ",  153.27 
10/31/2014,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,811 ",  38.11 
10/31/2014,David Torres,Kimberly Mack,Coats,Cloths,"  1,950 ",  19.50 
10/31/2014,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  1,461 ",  29.23 
10/31/2014,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,461 ",  49.22 
10/31/2014,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,435 ",  68.70 
10/31/2014,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,227 ",  66.80 
10/31/2014,Steven Kerr,Brian Baldwin,Coats,Cloths,"  2,603 ",  52.06 
10/31/2014,Brian Harris,Brian Baldwin,Coats,Cloths,"  4,359 ",  217.93 
10/31/2014,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,896 ",  28.96 
10/31/2014,David Torres,Kimberly Mack,Sweaters,Cloths,"  3,010 ",  30.10 
10/31/2014,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  1,638 ",  81.89 
10/31/2014,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,  790 ,  55.32 
10/31/2014,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,414 ",  48.27 
10/31/2014,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,613 ",  26.13 
10/31/2014,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,659 ",  146.37 
10/31/2014,Brian Harris,Brian Baldwin,Sweaters,Cloths,  662 ,  52.94 
10/31/2014,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  3,958 ",  39.58 
10/31/2014,David Torres,Kimberly Mack,Jackets,Cloths,"  1,291 ",  12.91 
10/31/2014,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,524 ",  60.95 
10/31/2014,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,020 ",  40.78 
10/31/2014,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,452 ",  24.52 
10/31/2014,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,637 ",  52.73 
10/31/2014,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  4,742 ",  94.84 
10/31/2014,Brian Harris,Brian Baldwin,Jackets,Cloths,"  4,533 ",  271.99 
10/31/2014,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,"  1,006 ",  30.18 
10/31/2014,David Torres,Kimberly Mack,Shirts,Cloths,"  2,433 ",  24.33 
10/31/2014,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,473 ",  73.64 
10/31/2014,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  3,434 ",  171.72 
10/31/2014,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,040 ",  30.40 
10/31/2014,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  2,093 ",  20.93 
10/31/2014,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  2,923 ",  87.70 
10/31/2014,Brian Harris,Brian Baldwin,Shirts,Cloths,"  2,464 ",  172.51 
10/31/2014,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  4,400 ",  88.00 
10/31/2014,David Torres,Kimberly Mack,Paints,Cloths,"  2,243 ",  22.43 
10/31/2014,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,227 ",  73.60 
10/31/2014,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  4,497 ",  314.77 
10/31/2014,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  2,830 ",  56.59 
10/31/2014,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,902 ",  38.04 
10/31/2014,Steven Kerr,Brian Baldwin,Paints,Cloths,"  3,956 ",  158.25 
10/31/2014,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,436 ",  121.82 
10/31/2014,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,477 ",  44.32 
10/31/2014,David Torres,Kimberly Mack,Hats,Accesseries,"  2,310 ",  23.10 
10/31/2014,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  1,584 ",  63.35 
10/31/2014,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  2,425 ",  121.25 
10/31/2014,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,612 ",  52.25 
10/31/2014,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,673 ",  16.73 
10/31/2014,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  3,271 ",  32.71 
10/31/2014,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,697 ",  135.75 
10/31/2014,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,273 ",  45.47 
10/31/2014,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,842 ",  38.42 
10/31/2014,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,634 ",  79.01 
10/31/2014,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  4,095 ",  245.70 
10/31/2014,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,385 ",  27.71 
10/31/2014,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  1,963 ",  19.63 
10/31/2014,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,526 ",  70.52 
10/31/2014,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  2,998 ",  239.88 
10/31/2014,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  2,914 ",  116.56 
11/30/2014,David Torres,Kimberly Mack,Socks,Accesseries,"  3,760 ",  37.60 
11/30/2014,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,452 ",  73.55 
11/30/2014,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  4,086 ",  286.04 
11/30/2014,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,338 ",  46.77 
11/30/2014,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,569 ",  31.38 
11/30/2014,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  4,017 ",  160.70 
11/30/2014,Brian Harris,Brian Baldwin,Socks,Accesseries,"  1,173 ",  82.14 
11/30/2014,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,208 ",  96.23 
11/30/2014,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,936 ",  39.36 
11/30/2014,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,373 ",  82.38 
11/30/2014,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  2,094 ",  104.69 
11/30/2014,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,723 ",  37.23 
11/30/2014,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  2,866 ",  28.66 
11/30/2014,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  2,989 ",  149.45 
11/30/2014,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,462 ",  98.46 
11/30/2014,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,587 ",  103.47 
11/30/2014,David Torres,Kimberly Mack,Jeans,Cloths,"  1,303 ",  13.03 
11/30/2014,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  3,400 ",  204.01 
11/30/2014,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,187 ",  109.37 
11/30/2014,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,569 ",  31.38 
11/30/2014,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,797 ",  83.91 
11/30/2014,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  3,959 ",  118.76 
11/30/2014,Brian Harris,Brian Baldwin,Jeans,Cloths,"  3,870 ",  116.10 
11/30/2014,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,925 ",  157.01 
11/30/2014,David Torres,Kimberly Mack,Coats,Cloths,"  1,931 ",  19.31 
11/30/2014,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  1,549 ",  92.94 
11/30/2014,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,584 ",  155.04 
11/30/2014,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,366 ",  67.32 
11/30/2014,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,294 ",  22.94 
11/30/2014,Steven Kerr,Brian Baldwin,Coats,Cloths,"  2,603 ",  130.15 
11/30/2014,Brian Harris,Brian Baldwin,Coats,Cloths,"  4,315 ",  86.30 
11/30/2014,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,780 ",  83.40 
11/30/2014,David Torres,Kimberly Mack,Sweaters,Cloths,"  3,040 ",  30.40 
11/30/2014,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  1,703 ",  85.16 
11/30/2014,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,  743 ,  22.29 
11/30/2014,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,389 ",  47.79 
11/30/2014,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,613 ",  78.38 
11/30/2014,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,659 ",  36.59 
11/30/2014,Brian Harris,Brian Baldwin,Sweaters,Cloths,  622 ,  12.44 
11/30/2014,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  3,879 ",  77.58 
11/30/2014,David Torres,Kimberly Mack,Jackets,Cloths,"  1,303 ",  13.03 
11/30/2014,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,524 ",  45.71 
11/30/2014,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,081 ",  54.04 
11/30/2014,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,403 ",  48.06 
11/30/2014,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,584 ",  51.68 
11/30/2014,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  4,505 ",  225.24 
11/30/2014,Brian Harris,Brian Baldwin,Jackets,Cloths,"  4,397 ",  351.78 
11/30/2014,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,"  1,026 ",  30.78 
11/30/2014,David Torres,Kimberly Mack,Shirts,Cloths,"  2,409 ",  24.09 
11/30/2014,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,532 ",  15.32 
11/30/2014,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  3,228 ",  32.28 
11/30/2014,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,070 ",  61.40 
11/30/2014,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  2,156 ",  43.12 
11/30/2014,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  3,070 ",  61.39 
11/30/2014,Brian Harris,Brian Baldwin,Shirts,Cloths,"  2,415 ",  48.30 
11/30/2014,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  4,312 ",  172.47 
11/30/2014,David Torres,Kimberly Mack,Paints,Cloths,"  2,243 ",  22.43 
11/30/2014,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,239 ",  74.34 
11/30/2014,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  4,722 ",  47.22 
11/30/2014,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  2,886 ",  57.73 
11/30/2014,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,864 ",  55.91 
11/30/2014,Steven Kerr,Brian Baldwin,Paints,Cloths,"  3,837 ",  76.75 
11/30/2014,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,315 ",  46.29 
11/30/2014,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,507 ",  60.28 
11/30/2014,David Torres,Kimberly Mack,Hats,Accesseries,"  2,287 ",  22.87 
11/30/2014,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  1,505 ",  75.23 
11/30/2014,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  2,401 ",  72.02 
11/30/2014,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,586 ",  51.72 
11/30/2014,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,623 ",  16.23 
11/30/2014,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  3,304 ",  33.04 
11/30/2014,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,595 ",  79.75 
11/30/2014,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,319 ",  92.76 
11/30/2014,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,842 ",  38.42 
11/30/2014,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,792 ",  27.92 
11/30/2014,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  3,890 ",  116.71 
11/30/2014,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,399 ",  13.99 
11/30/2014,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  1,983 ",  59.49 
11/30/2014,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,703 ",  37.03 
11/30/2014,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  2,909 ",  145.43 
11/30/2014,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  2,856 ",  114.23 
12/31/2014,David Torres,Kimberly Mack,Socks,Accesseries,"  3,798 ",  37.98 
12/31/2014,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,305 ",  23.05 
12/31/2014,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  4,045 ",  40.45 
12/31/2014,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,338 ",  46.77 
12/31/2014,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,616 ",  32.32 
12/31/2014,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  3,937 ",  118.11 
12/31/2014,Brian Harris,Brian Baldwin,Socks,Accesseries,"  1,256 ",  87.89 
12/31/2014,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,208 ",  32.08 
12/31/2014,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,975 ",  39.75 
12/31/2014,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,455 ",  14.55 
12/31/2014,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  2,094 ",  41.87 
12/31/2014,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,648 ",  72.96 
12/31/2014,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  2,780 ",  27.80 
12/31/2014,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  2,929 ",  146.46 
12/31/2014,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,535 ",  126.77 
12/31/2014,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,561 ",  25.61 
12/31/2014,David Torres,Kimberly Mack,Jeans,Cloths,"  1,303 ",  13.03 
12/31/2014,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  3,434 ",  137.37 
12/31/2014,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,122 ",  84.87 
12/31/2014,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,585 ",  15.85 
12/31/2014,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,769 ",  55.38 
12/31/2014,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  3,840 ",  191.99 
12/31/2014,Brian Harris,Brian Baldwin,Jeans,Cloths,"  4,102 ",  82.05 
12/31/2014,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  4,082 ",  40.82 
12/31/2014,David Torres,Kimberly Mack,Coats,Cloths,"  1,931 ",  19.31 
12/31/2014,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  1,533 ",  76.67 
12/31/2014,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,636 ",  131.79 
12/31/2014,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,333 ",  33.33 
12/31/2014,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,317 ",  69.50 
12/31/2014,Steven Kerr,Brian Baldwin,Coats,Cloths,"  2,473 ",  49.46 
12/31/2014,Brian Harris,Brian Baldwin,Coats,Cloths,"  4,660 ",  93.20 
12/31/2014,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,836 ",  56.71 
12/31/2014,David Torres,Kimberly Mack,Sweaters,Cloths,"  3,010 ",  30.10 
12/31/2014,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  1,805 ",  36.11 
12/31/2014,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,  758 ,  15.15 
12/31/2014,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,366 ",  23.66 
12/31/2014,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,560 ",  51.21 
12/31/2014,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,696 ",  147.84 
12/31/2014,Brian Harris,Brian Baldwin,Sweaters,Cloths,  659 ,  46.15 
12/31/2014,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  3,918 ",  117.53 
12/31/2014,David Torres,Kimberly Mack,Jackets,Cloths,"  1,316 ",  13.16 
12/31/2014,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,448 ",  72.38 
12/31/2014,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,113 ",  22.26 
12/31/2014,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,427 ",  24.27 
12/31/2014,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,636 ",  79.07 
12/31/2014,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  4,280 ",  128.39 
12/31/2014,Brian Harris,Brian Baldwin,Jackets,Cloths,"  4,441 ",  88.82 
12/31/2014,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,"  1,005 ",  40.22 
12/31/2014,David Torres,Kimberly Mack,Shirts,Cloths,"  2,385 ",  23.85 
